method,dataset,model,class_imbalance,avg_correlation,mutual_information,accuracy-recall,FPR-accuracy,SPD-accuracy,EOD-accuracy,PED-accuracy,AOD-accuracy,CFVR-accuracy,GIFVR-accuracy,FPR-recall,SPD-recall,EOD-recall,PED-recall,AOD-recall,CFVR-recall,GIFVR-recall,FPR-SPD,EOD-FPR,FPR-PED,AOD-FPR,CFVR-FPR,FPR-GIFVR,EOD-SPD,PED-SPD,AOD-SPD,CFVR-SPD,GIFVR-SPD,EOD-PED,AOD-EOD,CFVR-EOD,EOD-GIFVR,AOD-PED,CFVR-PED,GIFVR-PED,AOD-CFVR,AOD-GIFVR,CFVR-GIFVR
vanilla,ufrgs,rf,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9747469243760583,0.8246645030069253,-0.0884970833241595,-0.06586134534553692,-0.055106324211522076,-0.0641294238407627,-0.07004398261254687,-0.09140422187378283,0.6782247520317882,-0.18690017069754888,-0.14290196058097474,-0.1367072985581455,-0.14689465160755083,-0.18723737059071685,-0.22740545077056984,0.18231804527788217,0.14419904402019643,0.1645223746944084,0.1616671136375344,0.2427286514626302,0.27474543350106484,0.7589755315922087,0.9156742829189843,0.9631474291443685,0.8650116259330621,0.4893775980700486,0.579572623364991,0.7847819932200434,0.7149614441606733,0.35309452146979914,0.8530240243220646,0.7821689785492517,0.4106457020142634,0.8489496233484453,0.4126689683926674,0.5682005195064488
vanilla,ufrgs,mlp,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9681013155158211,0.942485372607257,-0.0509318967751846,-0.03370679113303403,-0.04751029892497567,-0.038702350912614536,-0.041802441593055975,-0.05230451407918224,0.831557428637069,-0.01949901347448238,-0.022948289674948535,-0.010223411542639763,-0.0023068640237015004,-0.015797544449276273,-0.08879563032901154,-0.07802174273396519,-0.03603699985806275,-0.08341544988469134,-0.07363198882139868,-0.06497483645496345,0.00718585774821409,0.6379194289029589,0.9585823172039707,0.9681993596321192,0.8492375514009008,0.5078259950762304,0.5432969833696427,0.6677873309890023,0.5033098886935318,0.23739863429825347,0.8834636575710022,0.8469593911895874,0.5080637846468898,0.8146929684699256,0.440338010096073,0.6014033791978656
vanilla,ufrgs,xgboost,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9357355250577537,0.8682007650038281,-0.06890732006355213,-0.048761099433106185,-0.05280789076521795,-0.04556284307631189,-0.01935930479492011,-0.07406468717242035,0.6395737275471265,-0.05089516430326324,-0.015228910959267383,-0.01787920988044177,0.008717693024419987,0.12741097412735114,-0.06609297474284415,-0.07211185502137188,-0.06791081946019456,-0.08472668304452789,-0.10333098569495117,-0.2168878339476148,-0.07016285614763254,0.7167423270061162,0.9443851838038091,0.9622674983600545,0.7757046747373695,0.5096376125332382,0.6016821219970504,0.7640001073143534,0.6005835183818677,0.3271546967509554,0.8804965099553547,0.7710373971015718,0.48675838189244247,0.8015522109710199,0.43710517447065556,0.47008288439266277
vanilla,ufrgs,tabnet,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.7957010546677535,0.7256444832536654,-0.12847774063247194,-0.05484531617059244,-0.1564284779659886,-0.09159463449562905,-0.08219407463998851,-0.05842834432425816,0.23926851515997907,-0.10609995181733707,-0.038178957306198906,-0.08761225812473683,-0.06110480721981894,-0.12564470431092228,-0.14995573237851006,-0.06929654340112952,-0.038826496790162715,-0.1147669276358825,-0.0695819591145862,0.01971783055763696,0.09415931890367182,0.6638373209633002,0.8539178404807899,0.8743360870856589,0.6852214813987147,0.27941911660108326,0.4173802952160589,0.8392106495274543,0.4729702303105815,0.15992296264912492,0.7025975146313603,0.6430492156858502,0.29548136957256066,0.609883538978918,0.2673390412440494,0.42380017724796454
vanilla,compas,lr,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.999878249637392,0.9998924238464021,-0.055750674377845325,-0.053385954806603166,-0.06709742118385996,0.1432980267944232,-0.024252621093210268,-0.03314291706246578,0.9995429397858617,-0.05753502077957721,-0.0545158804735579,-0.07159375898847634,0.14171127112648915,-0.02392299782979813,-0.033061289752872126,-0.05399559158951963,-0.052325661475270666,-0.06291528831276383,0.14469837168853777,-0.024365564895217205,-0.03309498789603548,0.9795317344473959,0.9121336124158177,0.8294862088471548,0.8668739271989014,0.8533094299388285,0.8711687479956822,0.8196729395796665,0.903917364746405,0.8835356295004322,0.7749051309848678,0.738359331451352,0.763533518284606,0.7315577784049633,0.7292387482986855,0.9450846955365376
vanilla,compas,svm,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9878813828472757,0.995879859415516,-0.07382165639853927,-0.06137676072191485,-0.08279055599281109,0.040847153950801206,-0.03375050416741389,-0.0458375149398879,0.9699292956061528,-0.0051993495031336795,-0.017825540383168227,-0.0022048668069266117,0.0927927763529357,0.033826535932384535,0.004321765093352335,-0.11339619328597225,-0.08580419349538784,-0.1293512406434846,0.007322789306942605,-0.07352142594920641,-0.07636360569881039,0.7333178592437442,0.8289544394656394,0.6562892015086608,0.6840842936341472,0.5312190687121653,0.5657092424904018,0.5792093344587619,0.5371360454330854,0.4451124390281648,0.7014840253756077,0.6484478272966114,0.5245832517776903,0.6359042970749258,0.42041577214674264,0.6445566555378686
vanilla,compas,dt,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.8573457214654849,0.7878843251612955,-0.09633138803026375,-0.08908683595570849,-0.04580280250781639,-0.06422853457274316,-0.035620209690529335,-0.028911812937979765,0.3975943020862808,-0.19091390271975806,-0.21002615786092535,-0.07307617947609676,-0.11941306616985439,-0.0021055408568910034,-0.009765855562321618,0.04890874087393547,0.08050659122574728,0.019503131633087607,0.04906505166126686,-0.0708834277107716,-0.04197867653414945,0.7133335080219863,0.29462255404385906,0.46077976103338514,0.2714228140751785,0.07168855635291296,0.15033723070934618,0.3750126752158245,0.2531293949115266,0.15264316417554277,0.7619349919491473,0.12136637870175819,-0.04738401910341812,0.18079331761616868,-0.07557858434666584,0.5785596251155801
vanilla,compas,rf,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9408301270730725,0.9412094846464735,-0.0644142782322507,-0.05763245856006553,-0.05005971852639135,-0.017672863298244464,-0.03563018940944331,-0.030103074233104054,0.7757611644906588,-0.09524015513999075,-0.08015962635815047,-0.0650182640734467,-0.05423158532037855,-0.0030532165917339063,-0.016549900740231983,-0.026813803630527194,-0.026912493525183805,-0.02407819629386734,0.022892840690710816,-0.06454338097339442,-0.03508734937422482,0.7338483345210062,0.5888015462164958,0.7382666204402456,0.7002510184606178,0.4080967245413724,0.45334359059517365,0.5809374668665729,0.5930075295431185,0.21010704497363886,0.7565831140256745,0.5359918334587455,0.4127796561232701,0.6510178894963048,0.3777911137779312,0.5894092804656028
vanilla,compas,mlp,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9930814893499491,0.9925761294085795,-0.05113859919652676,-0.047782242038723076,-0.05417806942458285,0.042722801454885204,-0.020863381065202483,-0.032697761846086505,0.9714836217085914,-0.046700504160237716,-0.041791978246656855,-0.04635547225853219,0.05193763304677042,-0.0003719615184087383,-0.018462788967695497,-0.055165244244558244,-0.05342992227862427,-0.06177046419505222,0.03349871745198816,-0.04174060892402574,-0.04759300518162875,0.9541983222427763,0.7786986767733145,0.7890565291642343,0.8015685660970305,0.6252880526021617,0.7303639960323626,0.7580686857093,0.8329633460762901,0.6352118395199856,0.8268868052863564,0.6453624734570086,0.5833924325482596,0.6832594382177867,0.6026375423241231,0.7488029533926245
vanilla,compas,xgboost,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.6041093378891103,0.7637589212316548,-0.14254294032261958,-0.12363544615199418,-0.10380343188516357,-0.09878306040759224,0.031385403692231764,0.013887012934332138,-0.00629258993081123,-0.03108143515593752,0.031405802864430746,-0.00037667751474639857,-0.07768772534386227,0.19954402787439143,0.22179478750485546,-0.10683745644201312,-0.1459536475777385,-0.13476950356671155,-0.06932283991291299,-0.10921034119249258,-0.1830487066331224,0.6223976696149024,0.532894610177592,0.6824636814045107,0.44240989052118185,0.17038787595464236,0.4765465187114997,0.614655901790059,0.3316656989939604,0.09386432249143162,0.7003581606195804,0.32915669882206966,0.1586538067046085,0.38824602765601546,0.19291322587346693,0.5798751005908803
vanilla,compas,tabnet,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9881111426726866,0.9914145566804968,-0.048230848751574004,-0.04641035472258489,-0.05233599731844265,0.04498008337885625,-0.02703960556221489,-0.04007640938346767,0.9598363386645815,-0.002884502747101852,-0.013489906096488091,-0.041519173464513955,0.07497359616524375,0.01760917046579568,-0.010651734177806927,-0.08793477005022096,-0.07489793805929776,-0.06422326593513375,0.01947807195847832,-0.06630903656638827,-0.06537919715363058,0.9170059999304488,0.6608770736055866,0.7847172142010566,0.8234288688755887,0.6499201812224039,0.5710898039340735,0.7299668708266334,0.7968139687044671,0.6286666798242957,0.628407080990688,0.5929367545054991,0.6154362576940097,0.7354118894831396,0.4442559071717702,0.736012072740562
vanilla,diabetes,lr,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.9966106590708161,0.9982051162776673,-0.12209245039186242,-0.09593075950334032,-0.016351973044095414,-0.05781404532040202,-0.04411696370760057,-0.12048059081258482,0.9900812939186145,-0.08278352311166237,-0.062375601280716994,-0.009829953974582374,-0.037221018268947074,-0.025022632858997335,-0.0748895807535511,-0.15124137066361018,-0.12100118619682783,-0.021091559793729554,-0.07310683706635715,-0.05887967235390059,-0.15341322557451903,0.9748119744737636,0.7921984645029467,0.923813089121935,0.8229001814108525,0.5271712556914797,0.8233685118997037,0.9524165569137597,0.8686735203617875,0.49988010502216584,0.9560003810806792,0.8502180440200439,0.11897984016621119,0.8983961827435497,0.32030957714435493,0.4047992760932786
