method,dataset,model,class_imbalance,avg_correlation,mutual_information,accuracy-recall,FPR-accuracy,SPD-accuracy,EOD-accuracy,PED-accuracy,AOD-accuracy,CFVR-accuracy,GIFVR-accuracy,FPR-recall,SPD-recall,EOD-recall,PED-recall,AOD-recall,CFVR-recall,GIFVR-recall,FPR-SPD,EOD-FPR,FPR-PED,AOD-FPR,CFVR-FPR,FPR-GIFVR,EOD-SPD,PED-SPD,AOD-SPD,CFVR-SPD,GIFVR-SPD,EOD-PED,AOD-EOD,CFVR-EOD,EOD-GIFVR,AOD-PED,CFVR-PED,GIFVR-PED,AOD-CFVR,AOD-GIFVR,CFVR-GIFVR
reweighing,compas,dt,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.8221320528328612,0.7908855252858857,-0.08740972585976187,-0.08861879371284062,-0.052454250749144636,-0.06827249238917671,-0.031703773582203935,-0.028356694689730788,0.3397756463053832,-0.14853210922742358,-0.20211811476027974,-0.039994355649447436,-0.10238188402411481,0.016966850711496263,-0.004441931916125722,0.023781765137624894,0.061205886160695055,-0.026326987187354232,0.021362934783182453,-0.07839663758905677,-0.044392421884322665,0.7264815339204796,0.43666682957495473,0.5306917603175888,0.3534057206498125,0.08473035980366025,0.2769640272143318,0.42544428194566997,0.2741120524433193,0.10659025939347164,0.745755162006811,0.230343716866993,0.05755499070612212,0.25108075316982326,-0.05116726437209287,0.5123035315402243
reweighing,compas,rf,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9335839372362459,0.9488544293460203,-0.06723196231431891,-0.04935452275955399,-0.05019278185488638,-0.017381344544627034,-0.037875226088272596,-0.03164738181248286,0.7766065210640406,-0.1141811489829569,-0.06944756830960341,-0.06684643330174393,-0.06938998144244192,-0.00827123815050436,-0.02411240338875409,-0.018621799323046626,-0.024324390806213438,-0.025685670444236464,0.030171217589905142,-0.05926450322955086,-0.0324595861132145,0.6271060723869706,0.650589069686279,0.7455181254178795,0.6926017966719427,0.429419393888811,0.4062485300142155,0.5340842369436172,0.5837634119274403,0.2705981267029565,0.6755532505935543,0.559176221194747,0.42253521127194016,0.6624518355217568,0.38979799045294283,0.5843328406463885
reweighing,compas,mlp,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.9915714035752108,0.9917785399913793,-0.051283027352217424,-0.04861444103757169,-0.054119812731613294,0.04153794757578838,-0.02191829118270652,-0.03228912014431691,0.9669365525648914,-0.047297853864893664,-0.044328221883182195,-0.057848586575253956,0.04035494759377739,-0.005877462351417945,-0.026600274842380145,-0.05432535481573745,-0.05185968218956795,-0.04937728558104122,0.04338903467321582,-0.03677187435224615,-0.03789424553561667,0.9499190451428097,0.7741054038315887,0.7604873291188058,0.7987930700278288,0.6055843522293676,0.7298306743006652,0.7333627787567105,0.8067915689142499,0.5826135986969904,0.8554837098779388,0.6464622772504451,0.5712438322928055,0.6753525371605238,0.6022551908011357,0.7391591202163046
reweighing,compas,xgboost,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.6002171805843789,0.7680627809505391,-0.12533174571386474,-0.10202615926262268,-0.09010721343288335,-0.08718434630988842,0.035520640330907606,0.00942585635876581,-0.015228866811135361,0.005533594192613132,0.0195224661172362,0.012176845647876074,-0.02072256214077347,0.23763984106943425,0.23584695947001372,-0.12475874379065655,-0.11824391613865182,-0.12616285402515054,-0.08941573798751737,-0.13702792805216513,-0.18133677971074363,0.6460583093203456,0.5427947486359698,0.7522746741280074,0.42548733486021356,0.2253277265748684,0.45117703488360456,0.614842790749597,0.3188869831036496,0.09186605771666986,0.7877173345181561,0.3200359046680447,0.17642587919933672,0.4159983104950646,0.2609770502214577,0.5893624456273069
reweighing,compas,tabnet,0.8245501388108141,0.13680978710061384,0.014948215588901803,0.991527345432193,0.9940194732478895,-0.04706620242789591,-0.044238712356535544,-0.05547759624624937,0.09427711761579283,-0.02206941402832483,-0.0358559129402264,0.9716886794233428,-0.03875962341034151,-0.04081345017703998,-0.05561858737675536,0.08950982298923779,-0.011250481486755046,-0.0197428446992877,-0.05210567685941144,-0.04481088514593928,-0.055024415577564614,0.09658159076108205,-0.031185533379464492,-0.04793841775824611,0.9111640792315141,0.6007081187844794,0.7353707549519567,0.7220483718186748,0.5641564527912791,0.5252706964187086,0.6188269256983974,0.7350870744296598,0.5499853646458152,0.6216941562645516,0.4210976422876896,0.3326060783715909,0.5150821480743759,0.43476392750005577,0.7415255714180862
reweighing,diabetes,lr,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.9966369415539817,0.998188440110986,-0.14618287164433225,-0.11371070606894162,-0.017044460550355824,-0.013388687568245261,0.021787415482159542,-0.1418370669561681,0.9900976137888788,-0.10957237965967277,-0.08482442209479243,-0.0005868105456947936,-0.0027630889321801923,0.024267254232159675,-0.0941965460895619,-0.1730799499047463,-0.1349011232929013,-0.029980050326427764,-0.02180108236324002,0.01976074945260153,-0.17644748892468357,0.95131191768196,-0.5333398799027642,-0.1418731356195253,-0.5254112549632453,0.3832984243891681,-0.5846204902470593,-0.16027109434704087,-0.6139549603779841,0.2996090021258137,0.18293448346523472,0.5691296700186967,0.3851642007182641,0.17475628772250307,0.031030685229197393,0.01257698119305432
reweighing,diabetes,svm,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.9044069498876779,0.97895420470727,-0.17494681247606053,-0.13938022363371586,-0.04841984743775049,-0.07621229248974798,-0.008368991347055784,-0.15862369090659958,0.8007050859568345,0.07429079209911109,0.06454610046165854,-0.019835895303133056,0.050730793731363556,-0.14312235722586497,0.004759285315700029,-0.28325693483879333,-0.2291065542087606,-0.06274290625028472,-0.13088686789920537,0.05895147797256288,-0.2239846913128427,0.9165379453406548,0.20022622838302556,0.6412218778951815,-0.15643226390519352,0.4311644429339214,0.21412394595999018,0.629247888137455,-0.09091352336156357,0.33574400405422494,0.355996157124974,-0.07137001021775816,0.097382525208626,-0.16054812595279838,0.054313506425319714,0.23860184587339375
reweighing,diabetes,dt,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.6773342914726815,0.7148389914929334,-0.1958217661644624,-0.14037206144687922,-0.016902067189824142,-0.08716196590670791,0.02123321128033295,-0.2214375387844047,0.06428902950543972,0.04449954438095052,0.08046304557871756,-0.07960710709454606,0.04980109589187841,0.02318295434154271,-0.1600033754451739,-0.2720755774340686,-0.24478853675293144,0.05235281341024178,-0.14417967282419375,0.04130925736212593,-0.11691256435306803,0.9476775186422712,-0.5044102996668871,0.7167767161236719,-0.0346889336702609,0.3220671471051276,-0.419842961732917,0.6826581447287196,0.024029850487119756,0.2695353392871414,-0.5317366867145397,0.12463336231826701,0.10849285515342315,0.06464113243381521,0.1638611571281503,0.1366691296959422
reweighing,diabetes,rf,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.9414537650560172,0.9729637752653014,-0.12957212682950536,-0.10652780784421041,-0.046210433913616254,-0.06175684734525414,0.003676356210728149,-0.1482430535027485,0.841747028184586,0.04143890614239914,0.048998243798505384,0.02543480197506922,0.04936938554127587,-0.0007430525253188797,-0.01579966276473036,-0.22804749293969367,-0.19602465100059158,-0.09084893576742967,-0.1254566975076597,0.007421038840561954,-0.216995770518546,0.9566008824815915,0.20124381962688923,0.6679737848162646,-0.02910456729749509,0.6594689680195608,0.18689691478500423,0.7158322717808916,0.009084461410577,0.5520263047089495,0.22164007619092327,-0.09134954472017255,0.1956023699092332,0.03922811651134182,0.2655552818550679,-0.0016525007964608984
reweighing,diabetes,mlp,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.9676070994683199,0.943130009396676,-0.1588781793772257,-0.12458112804586377,0.023455899656461547,0.007706952037048289,0.03687553674875327,-0.16130388176687177,0.8305743534105959,-0.15877402497264492,-0.1280056362287107,0.03184457617218952,0.010764834213878723,0.05111156654850992,-0.14435260392150795,-0.14048524836639673,-0.10453713518478389,0.008687170929023635,-0.0010547491641304558,0.01540461147475287,-0.16301500351066855,0.935473016190677,-0.30453122644659025,-0.005244410379292075,-0.35934600778076026,0.35638550804293223,-0.2741264145070513,-0.009123861488449592,-0.26785611787480373,0.2865871831924021,0.5418854451477169,0.33080667598877406,0.0662302703652938,0.2195377644648234,0.04804651229302755,0.054051849080839355
reweighing,diabetes,xgboost,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.6119308174532698,0.9769179316311728,-0.10559483780630093,-0.08506192965465705,0.0002761175735074388,-0.04832523553371467,-0.010139214104720842,-0.08441712953581462,0.4407428034498698,0.049227240895129934,0.03940031669703169,0.09167029725567671,-0.03978224492586205,0.007623265462636947,0.44027352922836666,-0.13100306277024085,-0.10416123601997355,-0.026437465710009555,-0.0443450141007891,-0.015826556181100144,-0.21521108421091656,0.9376426737788222,-0.2511331099033219,0.6948020135571087,-0.09097677246425212,0.39674991096581935,-0.209898716107021,0.6876881188434775,-0.01332489126961573,0.31942265974443557,-0.17109372664992153,0.04194785002952926,0.0854637229080273,-0.058189935271868706,0.025226495532730143,0.18469321892679497
reweighing,diabetes,tabnet,0.5349128095558019,0.2914696973484305,0.06745495596664436,0.8098955559915082,0.7749696250724357,-0.1845716753809014,-0.12810491860826112,0.011661298721418814,0.014579626094002682,-0.04405480313335417,-0.16791381578548992,0.2780990202597955,-0.04217696567547574,-0.0029022468412955834,-0.005218818516162363,0.0767705624873177,-0.14842277196119177,-0.1354843685073726,-0.26364339428467887,-0.21223695104206483,0.03552761571915945,-0.02488698673250473,0.10019273762005473,-0.13660325674474705,0.9380173125287679,-0.28145063384728963,-0.0015220327477243334,-0.12984069529474046,0.2173065053603281,-0.22139491750239468,-0.02396309974404538,-0.13565990381918563,0.1782739001657476,0.5428356807398316,0.3649383733840538,0.025206196191585893,0.2643229992605768,0.0013202287531124846,0.20596754308582907
reweighing,bank,lr,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.9989258203031237,0.9983289561776637,-0.025305163861790353,-0.027477547393278522,-0.007313063642840861,-0.02436622875092717,1.0227270068252848e-05,0.002940746636727487,0.9945859438378442,-0.030632999363158563,-0.05130374906667318,-0.00837413370347141,-0.04746979197528006,7.002931275959493e-05,-0.003859447988195807,-0.018994269411749497,0.0016264885050582926,-0.006194762306891907,0.003922395704754566,-6.608338953848503e-05,0.011530032573474425,0.2827331522511047,0.23812782125832724,0.2438485291838836,-0.03972668114952187,-0.021786186170054126,0.2041822307756596,0.9691814100608495,0.005874006064364232,-0.006567672155068467,0.12498652048163064,-0.03997720491614213,0.03735817062864617,0.014051959951863,-0.02021711905909613,0.007513873874247278
reweighing,bank,svm,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.9988812525604762,0.998471735713775,-0.03460772741275749,-0.048702557531414024,-0.024981112779787713,-0.0447790246821624,2.5587165432628675e-06,0.00012537307511003765,0.9947499063094274,-0.06242775321405806,-0.08411784888503118,-0.043989932982866894,-0.07714285247642752,1.560776668479622e-05,-0.001182905931363286,-0.0023155531854083086,-0.007442107885961405,-0.0019405852634314827,-0.0071852119806717855,-1.3871717532422162e-05,0.0016806624371192268,0.6773496005020604,0.2959768126700582,0.6735905644694682,-0.014315990371835355,-0.026700466947058882,0.45036172392940504,0.975673398490061,0.003593130464575096,-0.001967483352410449,0.347468528086322,0.015633288664899506,-0.022934184404726225,0.010059758838241213,-0.009045242303500777,0.001106159442586519
reweighing,bank,dt,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.7956962979412677,0.7472499032173957,-0.03682988101870529,-0.029946838362826744,-0.06141618881097063,-0.016029960691364302,-0.0007154557490989928,-0.012753416949382455,0.21235264580698635,-0.03862861443415916,-0.12355849398688004,0.00757429153579686,-0.10243144667440932,-0.023981884253422348,-0.005053447169649246,-0.032612163256303894,0.07893674089749159,-0.1023071437839558,0.069083243834831,0.03186387388918312,-0.021055051302825756,0.13576128414042876,0.3935592707280444,0.34093411701609755,-0.12273943098109359,-0.0014759714583712947,-0.10590155136265063,0.7767790254421734,0.016905057633860292,0.037233472994411675,-0.04029383982274677,-0.075454065292446,0.014464480014214503,-0.08283363481870094,0.04848345625540023,0.07623138395864784
reweighing,bank,rf,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.9085648456052174,0.8023565637621571,-0.05619560844033185,-0.03337724754417571,-0.12421333806379309,-0.03816601594737592,-0.021885016784513593,-0.011418279288910548,0.48361444040137913,-0.001744389552308883,-0.03569747926893218,0.027424143876119633,-0.018155823516268783,-0.004041648807172703,-0.015832405103566954,-0.11090709445304692,-0.009322070251756315,-0.3051551349558611,-0.04294502869799331,-0.03776356176204718,-0.001674925696788812,0.4332569347547711,0.1863686004256972,0.6892580825217051,0.02171492564494734,-0.003882594241668208,-0.09981282053347847,0.7716392276070019,0.08469675094152848,0.008782531134935252,-0.021353582642322975,0.11531557309647338,-0.04350372268760978,0.08447890029835603,-0.021357078784162244,0.06320576943277996
reweighing,bank,mlp,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.929063599954184,0.968646544462848,0.01875393041292498,-0.021716256685990386,0.01600857368003534,-0.013906639372081902,0.019920375207398856,-0.003060914215183991,0.8094892766051455,-0.041187969001136575,-0.06634158612950529,-0.013342392246639273,-0.05417728660381675,-0.011121533765306644,-0.005652548006804309,0.058900262415592056,0.01217275774944877,0.03551867540246736,0.016577119866470202,0.03775048070060559,-0.0010681531200850247,0.2979659098987053,0.7665726266385426,0.35237910969922487,0.17187219147874877,-0.05419472821192176,0.09553330879093326,0.9535401733375399,0.08177176595698067,-0.01866435548073038,0.13337936368776032,0.30976062347614153,0.005261675318775235,0.1030621270728614,-0.03778747191380084,0.06735747431692321
reweighing,bank,xgboost,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.9489640652900265,0.9507074874646806,0.026033147763168694,-0.006360831128205191,0.09499487606779669,0.0022465631851549873,0.0061986243495847585,0.018380416689819278,0.8053130066139292,-0.05034250840938477,-0.02789993603943216,-0.042567931829842386,-0.04047866473381356,0.012663006811874229,-0.018791143134197896,0.09083488094768555,0.00924471828918869,0.21771247574191716,0.037603787471229756,0.0005970589135890637,0.04874925481125748,0.003981855265345313,0.38274018549370026,0.17459849333194333,-0.04243122261813337,-0.015915655062376213,-0.2818099540482361,0.7749587308199588,-0.027857940443923968,0.034546920376777326,-0.24839880734919798,0.08149870593322142,0.005622927412187111,-0.09529745691668925,-0.00935911265349246,0.06679306653013099
reweighing,bank,tabnet,0.13278828944921348,0.10571519053400417,0.00023455957223320056,0.8932092962440448,0.9308768260727707,0.016123337448608947,-0.04987276015933611,-0.06119676944075557,-0.03483432765105057,-0.0007230297780136484,-0.04168459000534677,0.6820679004768446,-0.029012048497631965,-0.036719195948695535,0.020366508556131042,-0.0325551748318777,-0.0020965238600196457,0.007662585245250812,0.05110146584622499,-0.0320572634773117,-0.12640638422186024,-0.013975752652466611,0.005929373319237286,-0.06786030903791716,0.3186706659550643,0.16270151770722857,0.365481099174111,0.16063291565293886,-0.04586875642440001,-0.313967246573299,0.963387226467769,0.09117521715177443,-0.06890593382170793,-0.39016468580720276,0.05058841745196221,0.06352671242077132,0.0984105086949951,-0.1070921151444691,0.021918990873786775
reweighing,heart,lr,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.9971065773961147,0.9960977869798727,-0.1948969112094644,-0.09558267643266005,-0.1052969583715629,0.36917131046746504,-0.05847775127330668,-0.10068998806207233,0.9868374212881943,-0.18889095136471584,-0.09877423974526531,-0.09864633334042784,0.3725625654744909,-0.051145153639226594,-0.09021795483423427,-0.19633915492821938,-0.08713004802733051,-0.1076019042681315,0.3652928930955711,-0.0636693135247385,-0.1082751416955893,0.31688344591639606,0.8093548627239763,0.6512795154786051,0.7027912941584655,0.7715864100650908,0.2805087698167838,0.3283074651691937,0.1549889002513872,0.28103600126175604,0.5085435542678964,0.7559401998769603,0.7691763483557754,0.4647214332189796,0.47918113261635675,0.8711198281448462
reweighing,heart,svm,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.9621979406267531,0.787512513792085,-0.40727435525295397,-0.18438253833136348,-0.2040459268021228,-0.13863700858597397,-0.06505358824364747,-0.15023179833364234,0.6058532367454028,-0.4496764773304801,-0.18427264251191283,-0.278636724030931,-0.21504595899551626,-0.07931158660727902,-0.1523407717283834,-0.17910006842962906,-0.1407009638024121,0.03688766023705663,0.07795192752011158,-0.015705947055100693,-0.0979827291354861,0.2038323115369169,0.6590534493527956,0.7831534788383623,0.33686081476962404,0.4141062464614954,0.14214123639593368,0.20626273050299893,0.016763913925293483,0.1446819090544886,0.5804456797837951,0.16330907191247562,0.1865871560491555,0.27178618914459085,0.3184496754395898,0.7596722424543365
reweighing,heart,dt,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.6690037573903977,0.758808752478963,-0.30241191360829667,-0.054304562106900336,-0.12820308654181387,0.2537916126528044,-0.05184485613199167,-0.052485427748727144,0.13583942403363108,-0.023844543405660924,-0.03132021388651038,-0.12748954263087622,0.14886068772365404,0.03865851796462584,0.06771834008872425,-0.28060500689594664,-0.06858407269510776,-0.04283039606812542,0.34944282102782614,-0.13751304845528822,-0.1633236019719973,0.14028836794689828,0.7092107458484012,0.5729100788754133,0.34604074324222445,0.2759963619995016,0.2995164618135219,0.04357537496507767,-0.005756758352288732,0.03674164108748229,0.5274625213066162,0.3389715819222687,0.25123055875542405,0.28012410590265197,0.18110398989355028,0.42140198912358795
reweighing,heart,rf,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.9563168011233023,0.9334309704954507,-0.12935327424987617,-0.06916209255383357,-0.0781873474498144,0.4904344604251407,-0.025010108524720253,-0.052022870135285046,0.8002441299454416,-0.07794367977051155,-0.08185122051668382,-0.09369625718947452,0.473112575117412,0.02989065211120131,0.005251902173809553,-0.1374954688677375,-0.04000222259229441,-0.029684363658231926,0.4970731864817239,-0.09053995382495303,-0.10216005209599643,0.2896740251170716,0.7728931292327499,0.5624192449696933,0.5092072676894641,0.5630622982577841,0.29437798191871684,-0.0163313689216311,0.0032762683505680678,0.18687514224809232,0.48622947370224645,0.5028280409948475,0.5294188532219921,0.32193588911867377,0.2657579072491981,0.7627305563217168
reweighing,heart,mlp,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.4312609600057307,0.516758470559293,-0.3826197510183767,-0.13924416726689876,-0.17263186802186714,-0.22476933255607134,0.034798707401010244,-0.03861262395597363,-0.5166746518573881,-0.23882113621535037,-0.10792583055448116,-0.1659654695294682,-0.3717157486045667,-0.09422295001600613,-0.012438818419031352,-0.12569589528275765,-0.016210496246495586,0.0010926374858780314,0.15357901610819039,0.12925033782840367,-0.029260579217135162,-0.02063976713123527,0.7009339279142213,0.6635004991219865,0.19040458075361114,0.25939927415036496,0.08201052799321773,0.24957516487350118,0.10235002187191433,0.07356999716777742,0.5450402095029411,0.10329631464839859,0.15734238914297666,0.27189833918818795,0.22029155732398906,0.6355876669434588
reweighing,heart,xgboost,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.9609863264271287,0.7843934659779761,-0.20292487124633762,-0.11923820745297838,-0.13958165289139665,0.15978506704980058,-0.019001075823535232,-0.06301972730348006,0.6049008887787409,-0.370615581325611,-0.17674919900098324,-0.2749362100803361,-0.040233669797426826,-0.05475020223268534,-0.03328620045935783,0.2779177178985894,0.09075310552825473,0.24944666187625195,0.585935806177641,0.08326105660213004,-0.07371939057499606,0.3832780281600243,0.7694456563122867,0.8025110448862953,0.20069607018724858,0.27058871309246624,0.33064539079213473,0.43880488671598117,0.026091145842221764,0.25072523131441005,0.7281911639415036,0.13424024474418822,0.20513562318563777,0.23553582903278264,0.1884394670779012,0.5442297086839241
reweighing,heart,tabnet,0.8459242101736828,0.21494463551080326,0.07835430739309004,0.5778977415521307,0.5442182285250672,-0.36077325724083703,-0.14117253848853215,-0.1323085727537759,-0.21924747910884088,-0.037230867701528954,-0.08634676795004824,-0.32241201374149686,-0.27473684879030086,-0.220244862137287,-0.09834711324445944,-0.30622130963190897,-0.09033434361723448,-0.09358470362303231,-0.15039929077443467,0.05741635464186785,-0.039557818540985765,0.046386776176839686,0.06167097576650869,0.02312254026337157,0.04608383735320902,0.6650174077573864,0.6750056985233885,0.29004590892452214,0.2186464954083495,0.030359119789935708,0.23311832687461403,-0.03581408676848602,-0.0256563734792221,0.48814084843902056,0.2254915404278596,0.1576922129083845,0.20329353498999508,0.1918074335867626,0.4208008212649988
flipping,census,lr,0.329044051723481,0.15725180168644665,0.046849500242439494,0.9954939124744915,0.9921055820205332,-0.08867490824952728,-0.10383355727338454,-0.046397528971774744,0.07520210329926116,-0.01569458190989952,-0.11555691988865979,0.9758147628556983,-0.12226327847538374,-0.11095876450710371,-0.07436424647856242,0.04717103450105147,-0.019280011124399345,-0.06623191654546345,-0.04302458168111839,-0.09411676431816465,-0.009247870246339948,0.10954489856143053,-0.010657276439344356,-0.1780022105476171,0.5951353855602669,0.9116316528991326,0.8262107268930835,0.3640752641854035,0.29387546056165864,0.3881708097322068,0.6938106462744946,0.10214027588633863,0.5104308230242733,0.6930834952192645,0.3912322861856764,0.10289970307676932,0.26427913120129964,0.350516000727351,0.028602936784946697
flipping,census,svm,0.329044051723481,0.15725180168644665,0.046849500242439494,0.9961253939232826,0.9932976075576322,-0.0862246336948363,-0.1013663929521809,-0.042556873145009944,0.08592683219126371,-0.016798978140295982,-0.10710167086271509,0.9793464440554874,-0.11746603902395665,-0.1131356950207398,-0.0637671060662712,0.058446193184305426,-0.021848846627728215,-0.06756364868134312,-0.04434044788512022,-0.08531389979669127,-0.014714832090916025,0.11943378706554879,-0.009929283849010196,-0.15656387363789323,0.5975805888210006,0.8985645847581563,0.8161330328950058,0.43794357877780055,0.2967425090025623,0.370951084866251,0.6902202340490525,0.13343779341218026,0.5129557349602433,0.6690898226577678,0.47169946588628686,0.09451304139725966,0.3155237395054409,0.3545310221984164,0.03416764593275885
flipping,census,dt,0.329044051723481,0.15725180168644665,0.046849500242439494,0.7396481683136421,0.07351906413254752,-0.13003499239202673,-0.047918006867342204,-0.04658586892166211,-0.08902436089419485,-0.036517562972082085,-0.1257257228979747,-0.586208754393312,-0.5720330943733217,-0.2530267410948873,-0.4593414700756672,-0.44019538484615933,-0.10615841426593839,-0.1544831145899509,0.6973876679168052,0.2699666229966523,0.6219728449783224,0.5140325804793571,0.13173015831053347,0.09020740383010745,0.3796689762285725,0.8376404031156843,0.7290224415299269,0.19404516764986351,0.16498670699252688,0.2698448013946435,0.6895848202673831,0.019928842934404313,0.09957792305814879,0.582090401961171,0.22524618856909454,0.05697957426719269,0.16693754442655473,0.13257897163590907,0.0019633366588970727
flipping,census,rf,0.329044051723481,0.15725180168644665,0.046849500242439494,0.9761332410430497,0.40910113649375096,-0.04266411803199736,-0.04706302492711871,-0.008092884117308765,-0.029441907163647002,0.0009920734821430078,-0.08428197844812065,0.20561742969721214,-0.19724951166839372,-0.09988142601773145,-0.1593458970766619,-0.13984291578165403,-0.0492127606571857,-0.11039975324862532,0.6287522356552891,0.20737413286217837,0.6234988413240881,0.45429564627180136,0.21326867502053098,0.08471040158582385,0.3680643041398981,0.8755727089322359,0.7799757142287806,0.34508289009681653,0.28595739704777323,0.21758083416374494,0.5536745707367832,0.07831926300309007,0.34101068222172554,0.6262381909012154,0.36467802811252825,0.0815316633985949,0.2928424893029198,0.3032231525082457,0.02082423422936406
flipping,census,mlp,0.329044051723481,0.15725180168644665,0.046849500242439494,0.47195389796570886,0.4256161291312789,-0.15230624398032078,-0.06278114846210792,-0.10634818634790817,-0.04474244923813036,-0.07730429743178557,-0.1281662202201378,-0.5402817998419399,-0.5703412384088101,-0.1803866311708977,-0.5035825390509042,-0.45283911370429264,-0.066122262188852,-0.1412446834178615,0.5010993040370154,0.1240739906718397,0.4863681415074172,0.44912601903102656,0.007623407788721245,0.047483524378904955,0.24672374836630495,0.8763015431524858,0.7284968032730031,0.3162662281411614,0.1410004937913169,0.18020257093937653,0.5261757783493397,0.10102777763694867,0.07541677274998662,0.6110062018049359,0.30928756248456024,0.10526729000976469,0.2738161295410155,0.10931878436998799,0.048218165843586146
flipping,census,xgboost,0.329044051723481,0.15725180168644665,0.046849500242439494,0.9333829937705265,0.5155620726619295,-0.06357357600882202,-0.05667583048606991,-0.04447241406695026,-0.0257133753559202,0.021637667615413005,-0.08637359962612996,0.18341538274976213,-0.2010654654768036,-0.07664082460978854,-0.13313527789196716,-0.13430729735544128,-0.058645534271278124,-0.10778393675162486,0.3022453736008809,0.0370416744110629,0.21777005106632755,0.24507327156636957,0.20362571892207532,0.022179261396858174,0.3238093177742016,0.804323668207784,0.7349752010346158,0.3721965906290997,0.28104280109341506,0.277504849104953,0.6325936183846553,0.08972891826662434,0.16524775370844474,0.6043052080820968,0.38155396103922756,0.05352826403859541,0.26652899576151934,0.12726325006753156,0.00757699532577427
flipping,census,tabnet,0.329044051723481,0.15725180168644665,0.046849500242439494,0.8405446193185018,0.6420138700510825,-0.10922886969653747,-0.07834612654876294,-0.06635224631784792,-0.030220613737426016,-0.005136417485209169,-0.14673568193321065,0.2035890633428837,-0.32463412361184213,-0.15886511358738142,-0.290504855697369,-0.23871813812346038,-0.031035902192311747,-0.10203413151358225,0.3799233434415934,0.1362993105967126,0.42443266970681937,0.3716744536235331,0.024506322924927392,-0.046490873873536294,0.3859749185821449,0.8668154905458263,0.7512414045723517,0.13174048557040513,0.3037843799835953,0.2644575521825533,0.6583016672471633,0.0059221146007901095,0.3969197515895823,0.6409705415999869,0.17032850185866683,0.18453937554972905,0.07005548731602015,0.33028467948652446,-0.016938288224402936
flipping,ufrgs,lr,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9999266172128527,0.9999301556133146,-0.05159969655620975,-0.044767537034750594,-0.047208515717398036,-0.0464267748068224,-0.01746099085112303,-0.053737374193887244,0.9997138809755114,-0.05543023701788981,-0.046354266409073024,-0.05102365581579109,-0.04944554681073753,-0.0190478304123436,-0.05671363599953707,-0.047955772504886106,-0.043480865761110744,-0.043558718088316815,-0.04358253395963081,-0.01577742262297978,-0.05101911404998819,0.8211611361821453,0.9878844645359168,0.9328203652635336,0.6912802654625424,0.7208148807041439,0.7845681040253186,0.8556942980719908,0.5206124712253491,0.6187870126566754,0.9082933012894033,0.7216904093944941,0.6644486257089641,0.6896312471536975,0.671463472942747,0.1956881537458371
flipping,ufrgs,svm,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9999329742568646,0.9999366233509954,-0.049354630496530424,-0.04280078663670538,-0.04512432016442688,-0.04437714208797419,-0.01659010462920952,-0.05132994565351451,0.9997395124587161,-0.05302722622826069,-0.04432778166785799,-0.048782194652720226,-0.04726337551282046,-0.018127191935172298,-0.05417501985037203,-0.04587481914829968,-0.041566893795666374,-0.041638403415146207,-0.04167127899269822,-0.014966204576501992,-0.04874513862007759,0.8208074980209318,0.9877944604967583,0.9324853761158509,0.6895538219791877,0.7209800262859212,0.7840623613741974,0.8553194016505286,0.5197274520693869,0.6179751201838442,0.9078183551739611,0.7200115489305715,0.6646687763146377,0.6884317449721229,0.6709116038823555,0.19468840836392085
flipping,ufrgs,dt,0.8774667147874702,0.13790496433147906,0.024953065613266552,0.9081763803246032,0.16759563158752383,-0.3465169232223241,-0.291543965870727,-0.09549232399338228,-0.23821040472198146,-0.16567590670856366,-0.277001757575671,-0.24933854855733553,-0.4122566444442919,-0.34377215090404734,-0.19177181530455917,-0.3119162858512643,-0.24301244696300817,-0.3716235089993707,0.16473161473551118,0.12479267859116987,0.24301087896366905,0.18568430005133083,0.1849786822218669,0.23993946005763914,0.4739627032663437,0.5290391299298938,0.6679159022668815,0.3731821658234099,0.28299096762261244,0.21391500521619156,0.744296644329319,0.22400940183797902,0.2464886676631702,0.4515345858000265,0.30969900935993694,0.16846048683115067,0.3201471654216399,0.23851798624847795,0.21712475686172034
